Cycle	Correct	Prediction	ActualClass	Similarity	smiles	randomCorrect
0	True	type1	type1	0.4978354978354978	"COCCOc1ccc2c(c1)ncn2c3ccc4cccc(c4n3)N5CCC(CC5)N"	True
0	True	type1	type1	0.8990825688073395	"CC[C@@H]1C(=O)N(c2cnc(nc2N1C3CCCC3)Nc4ccc(cc4OC)C(=O)NC5CCN(CC5)C)C"	True
0	True	type1	type1	0.48503611971104227	"CC1(COC1)COc2ccc3c(c2)ncn3c4ccc5cccc(c5n4)N6CCC(CC6)N"	False
0	False	type1_2	type1	0.5900621118012421	"c1ccc2c(c1)C(=O)c3ccc(cc3S2(=O)=O)c4[nH]nnn4"	True
0	True	type1	type1	0.6525573192239859	"Cn1cc(cn1)/C=C\2/c3cc(ccc3NC2=O)Cl"	False
0	True	type1	type1	0.5509641873278237	"COc1ccc(cc1)C(=O)/C=C\Nc2cc(c(cc2Cl)C(=O)O)OC"	True
0	True	type1	type1	0.5490848585690515	"c1ccc2c(c1)C(=O)c3c(cc(c(c3C2=O)N)C(=O)O)O"	True
0	False	type1_2	type1	0.7915057915057915	"c1cc(ccc1c2cc(c(s2)NC(=O)N)C(=O)N)F"	True
0	True	type1	type1	0.588235294117647	"c1ccnc(c1)c2c(c[nH]n2)NC(=O)c3c(cn(n3)C4CCNCC4)Cl"	False
0	True	type1	type1	0.6506849315068493	"c1cc2cnccc2c(c1)S(=O)(=O)N3CCCNCC3"	True
0	True	type1	type1	0.8632138114209827	"c1cnc2c(c1N3CCC[C@]4(C3)CCCCN4)c(c[nH]2)c5nccs5"	True
0	True	type1	type1	0.8102564102564102	"c1cc(ccc1Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3)S(=O)(=O)CCNCCCO"	True
0	True	type1	type1	0.6457242582897034	"c1c2c(cc(c1Cl)Cl)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O"	True
0	False	type1_2	type1	0.8695652173913043	"[H]/N=C/1\NC(=O)C(=Cc2ccc(o2)c3ccc(cc3)S(=O)(=O)N)S1"	False
0	True	type1	type1	0.764872521246459	"[H]/N=C/1\NC(=O)/C(=C/c2ccc(o2)c3ccc(cc3)S(=O)(=O)NC)/S1"	True
0	False	type1_2	type1	0.5563480741797433	"c1cc(ccc1n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N)S(=O)(=O)N"	True
0	True	type1	type1	0.7564296520423601	"[H]/N=C/1\NC(=O)/C(=C/c2ccc(o2)c3ccc(cc3)C(=O)O)/S1"	True
0	True	type1	type1	0.8192457737321196	"Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)S(=O)(=O)N)C#N"	True
0	True	type1	type1	0.775	"c1cc(cc(c1)S(=O)(=O)N)c2[nH]c3c(n2)nc(nc3OCC4CCCCC4)N"	False
0	True	type1	type1	0.7786885245901639	"Cc1ccccc1c2[nH]c3c(n2)c(nc(n3)N)OCC4CCCCC4"	True
0	True	type1	type1	0.4850213980028531	"Cc1nc2c(s1)-c3c(cnc(n3)N=C4CC=CC(=C4)[N+](=O)[O-])CC2"	True
0	True	type1	type1	0.8156424581005586	"Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)C(=O)N4CCOCC4)C#N"	True
0	False	type1_2	type1	0.6941431670281996	"Cc1ccc(c(c1)N(CC#N)c2cc(ncn2)Nc3ccc(cc3)OC[C@@H](CN(C)C)O)Cl"	True
0	True	type1	type1	0.9127516778523488	"c1cc(ccc1Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3)O"	True
0	False	type2	type1	0.45515394912985274	"C[C@@H](c1ccc(cc1)N2CCNC2=O)C(=O)/N=C/3\C=C(N=N3)C4CC4"	False
0	True	type1	type1	0.8487084870848707	"c1cc(cc(c1)S(=O)(=O)N)Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3"	False
0	True	type1	type1	0.8864265927977839	"c1ccc(cc1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3"	True
0	True	type1	type1	0.583058305830583	"c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)NCC3=C4c5c(ncs5)C=CC4=NC3=O"	False
0	True	type1	type1	0.8869814020028611	"Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)O)C#N"	True
0	True	type1	type1	0.5335628227194491	"CC(=O)[N+]1=CC\2=C(C1)N=N/C2=N/C(=O)c3ccccc3"	False
0	True	type1	type1	0.6182795698924731	"c12c(c(c(c(c1Br)Br)Br)Br)nn[nH]2"	True
0	True	type1	type1	0.8557457212713937	"Cc1c(cccc1S(=O)(=O)N)c2[nH]c3c(n2)nc(nc3OCC4CCCCC4)N"	True
0	True	type1	type1	0.5	"CC(C)CC(=O)Nc1c2c([nH]n1)C(N(C2)C(=O)C3CCN(CC3)C)(C)C"	True
0	True	type1	type1	0.6793048973143759	"C1CCC(CC1)COc2c3c([nH]c(n3)C(F)(F)F)nc(n2)N"	True
0	True	type1	type1	0.5797101449275361	"Cc1c(sc(n1)N)C2=NC(=Nc3ccc(cc3)N4CCOCC4)N=CC2"	True
0	False	type1_2	type1	0.6076759061833688	"c1cc(cnc1)CNc2cc(nc3n2ncc3Br)c4ccc(cc4)c5ccc(cc5)C(=O)N"	True
0	False	type1_2	type1	0.5860805860805861	"c1ccc2c(c1)nc(s2)c3cc(sc3)S(=O)(=O)N"	True
0	True	type1	type1	0.5298913043478262	"Cc1c2cc(cnc2[nH]n1)C(=O)N3CCC[C@H]3c4ccc(cc4)Cl"	False
0	True	type1	type1	0.6118143459915611	"CNC(=O)c1cc(c[nH]1)c2ccncc2"	True
0	True	type1	type1	1.0	"C[N@]1CC[C@@H]([C@@H](C1)O)c2c(cc(c3c2OC(=CC3=O)c4ccccc4Cl)O)O"	False
0	True	type1	type1	0.6270627062706271	"CN(C)C(=O)Cc1ccc2c(c1)NC(=O)c3ccc(cc3N2)c4ccc(c(c4)OC)[N+](=O)[O-]"	True
0	True	type1	type1	0.8912188728702489	"c1cc(ccc1c2ccc(cc2)O)c3c4c(n[nH]3)-c5ccc(cc5C4)O"	False
0	True	type1	type1	0.6310013717421126	"c1ccc(c(c1)c2ccc3c(c2)Nc4ccccc4NC3=O)C(=O)N"	True
0	True	type1	type1	0.8474576271186441	"c1cc(ccc1c2cc(c(s2)NC(=O)N)C(=O)N[C@H]3CCCNC3)Cl"	True
0	False	type1_2	type1	0.5440900562851781	"c1cc2c(ccc(c2nc1)NC[C@H](CN)O)[N+](=O)[O-]"	True
0	True	type1	type1	0.6158357771260997	"COc1cc(ccc1O)CCc2c3c(n[nH]2)-c4ccccc4C3"	True
0	True	type1	type1	0.7742998352553542	"CC1=CC2=NNC(=O)N2c3c1ccc(c3)c4ccncc4"	True
0	True	type1	type1	0.7303370786516854	"CC(=O)Nc1cccc(c1)c2cc3c4cc(ncc4[nH]c3nc2)C#N"	True
0	True	type1	type1	0.642023346303502	"c1c[nH]c2c1/C(=C\3/C(=O)NC(=N3)N)/CCNC2=O"	False
0	True	type1	type1	0.7843137254901961	"c1cc2c(cc1CC(=O)O)NC(=O)c3ccc(cc3N2)Cl"	False
0	True	type1	type1	0.6639566395663956	"c1cc(c(cc1Br)NC(=O)Nc2cnc(cn2)C#N)N3CCC[C@H](C3)O"	True
0	True	type1	type1	0.704	"CC1=CC2=NNC(=O)N2c3c1cc(cc3)c4cccc(c4)O"	False
0	True	type1	type1	0.7290015847860538	"c1cncc2c1c3c([nH]2)ncnc3[N@]4CCO[C@@H](C4)CN"	False
0	True	type1	type1	0.6451612903225806	"CCOC(=O)c1cnc2c(c1[N@]3CCO[C@@H](C3)CN)c(n[nH]2)c4cccc(c4)C#N"	True
0	True	type1	type1	0.6392199349945829	"COc1ccc2c(c1)C(=O)N(C2)c3nc(cs3)C(=O)Nc4cnccc4N5CCNCC5"	False
0	True	type1	type1	0.8087091757387248	"c1ccc2cnc(cc2c1)NC(=O)Nc3cnc(cn3)C#N"	False
0	True	type1	type1	0.7881136950904394	"Cn1cncc1c2ccc3c(c2)Nc4ccc(cc4NC3=O)CC(=O)OC"	False
0	True	type1	type1	0.6	"c1cc(ccc1c2cc3c(s2)c(cnc3N[C@H]4CCCNC4)C(=O)N)Cl"	True
0	True	type1	type1	0.6842105263157895	"c1cc2c(cc1CN3CCCCC3)cc([nH]2)c4c5ccc(cc5[nH]n4)c6c(n[nH]n6)CO"	False
0	True	type1	type1	0.4304304304304304	"c1cnccc1CNc2cc3c(cc2Cl)NC(=O)Nc4cnc(c(n4)OCCCCCO3)C#N"	True
0	True	type1	type1	0.4635761589403974	"CSc1[nH]c(c(n1)O)Cc2cccs2"	True
0	False	type1_2	type1	0.6366459627329192	"CN(C)CCOc1ccc(cc1)c2cc(c(s2)NC(=O)N)C(=O)N"	False
0	True	type1	type1	0.5387523629489602	"c1ccc2c(c1)c(c[nH]2)C[C@@H](COc3cc(cnc3)c4ccc5c(c4)/C(=C/c6ccc[nH]6)/C(=O)N5)N"	False
0	True	type1	type1	0.85667215815486	"c1cc([nH]c1)c2ccc3c(c2)N4C(=NNC4=O)C=C3CO"	True
0	True	type1	type1	0.4539202200825309	"c1cc2c(cc1Cl)NC(=O)Nc3cncc(n3)OCCCCCO2"	True
0	True	type1	type1	0.8880778588807785	"CN1CCN(CC1)c2ccc(cc2)c3cc4c5cc(ncc5[nH]c4nc3)C#N"	True
0	True	type1	type1	0.7096069868995633	"c1ccc2c(c1)c3c4c(c5c6ccccc6n7c5c3n2[C@H]8CC[C@@H]7O8)C(=O)NC4=O"	True
0	True	type1	type1	0.8662900188323915	"c1c2c(c(cnc2[nH]n1)Br)N3CCO[C@H](C3)CN"	True
0	True	type1	type1	0.4794520547945205	"c1nc(c2c(n1)nc([nH]2)SCC(=O)N)N"	True
0	True	type1	type1	0.7209302325581395	"c1ccc(c(c1)NC(=O)c2csc(n2)c3ccc4c(c3)CCO4)N5CCNCC5"	False
0	True	type1	type1	0.7486033519553073	"CN1CCN(CC1)c2ccc(cc2)c3cc4c(c[nH]c4nc3)NC(=O)c5cccnc5"	True
0	True	type1	type1	0.5835240274599542	"c1cnc(cc1N2CCOCC2)Nc3ncc(s3)c4cc(cnc4)C(=O)NCCN"	True
0	False	type2	type1	0.5711610486891385	"COc1cc(ccc1[N+](=O)[O-])c2ccc3c(c2)Nc4c(cccc4OCCN5CCOCC5)NC3=O"	True
0	True	type1	type1	0.6230529595015576	"c1cc(cc(c1)O)c2cncc(n2)c3ccc(cc3)C(=O)O"	True
0	True	type1	type1	0.8461538461538461	"c1cc-2c(cc1CNC3CCC(CC3)O)Cc4c2n[nH]c4c5ccoc5"	True
0	True	type1	type1	0.5594405594405595	"C1CCc2c(c3c(s2)N=CNC3=O)C1"	True
0	False	type2	type1	0.6339468302658486	"COc1cc-2c(cc1OCCCN3CCOCC3)Cc4c2[nH]nc4c5ccc(cc5)C#N"	False
0	True	type1	type1	0.5245153933865451	"c1ccc2c(c1)[nH]c(n2)C3=C(c4cc(ccc4NC3=O)Cl)N[C@@H]5CN6CCC5CC6"	False
0	False	type2	type1	0.5648148148148148	"COc1cc2cc-3c([nH][nH]c3c2cc1OCCN4CCCCC4)c5ccc(cc5)c6ccc(cc6)O"	True
0	False	type1_2	type1	0.5725190839694656	"CCN1c2ccccc2-c3c(c(n[nH]3)C)C1=O"	True
0	True	type1	type1	0.6719367588932808	"COc1cc(ccc1O)C#Cc2c3c(n[nH]2)-c4cc(c(cc4C3)OC)OC"	False
0	True	type1	type1	0.8314606741573034	"CC1=CC2=NNC(=O)N2c3c1cccc3"	True
0	True	type1	type1	0.7571801566579633	"c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NCCO"	True
0	True	type1	type1	0.639269406392694	"c1cc(cc(c1)O)c2cnc(c(n2)c3ccc(cc3)C(=O)O)N"	False
0	True	type1	type1	0.7397959183673469	"C[C@H](CNc1c2c(c([nH]c2ncn1)c3ccccc3)c4ccccc4)O"	True
0	True	type1	type1	0.5510752688172043	"c1cc(ccc1c2cc3c(s2)c(nnc3N[C@H]4CCCNC4)C(=O)N)Cl"	True
0	True	type1	type1	0.6814814814814815	"c1ccc(cc1)c2cnc3c(c2N4CCO[C@H](C4)CN)cn[nH]3"	True
0	True	type1	type1	0.6459948320413438	"COc1cc(ccc1C(=O)O)c2ccc3c(c2)Nc4ccccc4NC3=O"	True
0	True	type1	type1	0.5481120584652862	"Cc1c(c([nH]n1)c2[nH]c3ccc(cc3n2)C(C)C)C(=O)NC4CCN(CC4)C"	False
0	True	type1	type1	0.593607305936073	"CC(=O)Nc1nc2c(s1)C(=O)NCCC2"	False
0	True	type1	type1	0.5731225296442688	"c1cc(cnc1)c2cnc(s2)Nc3cc(ccn3)N4CCN(CC4)CC(=O)N5CCOCC5"	True
0	False	type1_2	type1	0.5631399317406143	"CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)c3c[nH]c4c3cccn4"	False
0	True	type1	type1	0.6464924346629985	"COc1cc(ccc1O)c2ccc3c(c2)NC(=O)C3=Cc4ccc[nH]4"	True
0	True	type1	type1	0.30981067125645434	"CCCn1c(nc(n1)C2=C(NON2)N)C3=C(NON3)N"	True
0	True	type1	type1	0.7151664611590628	"c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NC[C@H](CO)O"	True
0	True	type1	type1	0.6567164179104478	"c1cc(ccc1c2ccc(cc2)O)c3c4c([nH]n3)-c5ccc(cc5C4)C(=O)NC6CCC(CC6)O"	False
0	True	type1	type1	0.5547652916073968	"c1cc-2c(cc1OCC(=O)O)C(=NO)c3c2ccc(c3)OCC(=O)O"	True
0	True	type1	type1	0.5297157622739018	"c1cc(ccc1c2cn3c(n2)c(cnc3C(=O)N)N[C@H]4CCCNC4)Cl"	False
0	False	type2	type1	0.4929577464788732	"CC(C)(CN(C)C)COc1ccc2c(c1)cc([nH]2)C3=CC(=CNC3=O)NC(=O)c4cnn(c4)Cc5ccccc5"	False
0	True	type1	type1	0.5974025974025974	"COC(=O)c1cnc(cc1NC[C@H]2CNCCO2)Nc3cnc(cn3)C#N"	True
0	True	type1	type1	0.7005838198498748	"CN1CCN(CC1)C2CCN(CC2)C(=O)c3ccc(c(c3)OC)Nc4ncc5c(n4)N(c6ccccc6C(=O)N5C)C"	False
0	True	type1	type1	0.4734411085450347	"C[C@@H]1CN(C[C@@H](O1)C)c2cc(ncn2)c3c4cc(ccc4[nH]n3)OC5(CC5)C"	True
0	True	type1	type1	0.6837606837606838	"Cc1cccc(c1)c2cc(nc3c2c(c[nH]3)C#N)Nc4ccn(n4)C"	True
0	True	type1	type1	0.6067677946324387	"CCNc1c(cnc(n1)Nc2cc(c(cc2OC)C(=O)N3CCOCC3)F)C(F)(F)F"	False
0	True	type1	type1	0.5966587112171837	"CC(C)n1cc(nn1)c2cc(cnc2N)c3ccc(cc3)CN4CCOCC4"	True
0	True	type1	type1	0.5779569892473118	"C[C@@H]1[C@H](CCCN1)Nc2c3cc(sc3c(cn2)C(=O)N)c4ccccc4"	False
0	True	type1	type1	0.6336088154269972	"c1ccc(cc1)c2cc3c(ccc(c3[nH]2)C(=O)N)N[C@H]4CCCNC4"	True
0	True	type1	type1	0.5913978494623655	"c1cc(cc(c1)F)c2cc3c(s2)c(cnc3N[C@H]4CCCNC4)C(=O)N"	False
0	True	type1	type1	0.7953216374269005	"C/C(=N\Nc1[nH]ccn1)/c2ccc(cc2)NC(=O)c3cc4cccc(c4[nH]3)[N+](=O)[O-]"	True
0	True	type1	type1	0.7231920199501246	"C/C(=N\NC(=N)N)/c1ccc2c(c1)cc([nH]2)C(=O)Nc3ccc4cc[nH]c4c3"	False
0	True	type1	type1	0.5194805194805195	"CN(C)CCNC(=O)c1cc(cnc1N)c2c3c(cs2)OCCO3"	False
0	True	type1	type1	0.8533333333333334	"c1cc(ccc1c2[nH]c3cc(ccc3n2)C(=O)N)Oc4ccc(cc4)Cl"	False
0	False	type2	type1	0.5275498241500586	"c1ccc2c(c1)c(nc(n2)c3cc(ccc3O)c4ccn[nH]4)N[C@H]5CCNC5"	True
0	True	type1	type1	0.6805555555555556	"C/C(=N\NC(=N)N)/c1ccc(cc1)NC(=O)c2c[nH]c3c2cccc3"	True
0	True	type1	type1	0.7591623036649214	"Cc1cc([nH]n1)c2ccccc2"	False
0	True	type1	type1	0.7407407407407407	"COc1cc(ccc1O)c2cc(c(nc2)N)c3ccc(cc3)C(=O)N"	True
0	True	type1	type1	0.7638888888888888	"c1cc(ccc1c2cc(cnc2N)c3c4c(cs3)OCCO4)C(=O)N"	True
0	True	type1	type1	0.5649717514124293	"c1ccc2c(c1)c(nc(n2)c3ccccc3O)N[C@H]4CCNC4"	True
0	True	type1	type1	0.6796116504854369	"[H]/N=C(\N/N=C(\C)/c1ccc(cc1)NC(=O)Nc2ccc(cc2)/C(=N/N/C(=N/O)/N)/C)/NO"	True
0	True	type1	type1	0.8641975308641975	"c1ccc(cc1)CN2CCC(CC2)COc3ccc(cc3)c4[nH]c5cc(ccc5n4)C(=O)N"	True
0	False	type2	type1	0.6272401433691757	"CC(C)(C)NC(=O)Nc1ccc2c(c1)nccn2"	True
0	True	type1	type1	0.6999999999999998	"[H]/N=C(\N)/N/N=C(\C)/c1ccc(cc1)NC(=O)Nc2ccc(cc2)/C(=N/N/C(=N/[H])/N)/C"	True
0	True	type1	type1	0.5333333333333333	"CCOC(=O)c1c(c2ccc(c(c2n1C)Cl)Cl)/C(=C\N)/C#N"	False
0	True	type1	type1	0.7466063348416289	"c1cncc2c1cc3c(c2)cnc(n3)N"	True
0	True	type1	type1	0.5561613958560523	"C[C@@H](c1ccc(cc1)F)n2c3c4cc(ccc4ncc3nn2)c5ccc6c(c5)nco6"	False
0	True	type1	type1	0.8909090909090909	"c1c(c2c(ncnc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)I"	True
