Cycle	Correct	Prediction	ActualClass	Similarity	smiles	randomCorrect
0	True	type1	type1	0.5724907063197026	"C=CCNS(=O)(=O)c1cccc(c1)C(=O)Nc2nc3cc(ccc3n2C4CCC(CC4)CO)CN5CCCCC5"	True
0	True	type1	type1	0.5775401069518716	"C[C@H](c1cc(ccc1OC)F)Oc2cc(cnc2N)c3cnnn3C"	False
0	True	type1	type1	0.5076142131979695	"Cn1cc(cn1)c2cc3c(c[nH]c3nc2)c4cnn(c4)Cc5cc(ccc5F)F"	True
0	True	type1	type1	0.45989304812834225	"C[C@H](c1cc(ccc1C(=O)NC)F)Oc2c(ncc(n2)c3cccnc3OC)N"	True
0	True	type1	type1	0.5714285714285714	"COC(=O)C1CCC(CC1)n2c3cc(ccc3nc2NC(=O)c4ccccc4)CN5CCCCC5"	True
0	True	type1	type1	0.5526315789473685	"C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(n4cc(ccc4n3)C#N)-c5cnc(c(n5)O1)N)C)F"	False
0	True	type1	type1	0.8689655172413793	"CC(C)S(=O)(=O)c1ccccc1Nc2c(cnc(n2)Nc3ccc(cc3OC)N4CCC(CC4)N5CCN(CC5)C)Cl"	False
0	True	type1	type1	0.8530805687203792	"Cc1c-2c(n(n1)C)CN(C(=O)c3ccc(cc3[C@H](Oc4cc2cnc4N)C)F)C"	True
0	True	type1	type1	0.7391304347826086	"Cc1cc(c(cc1C2CCN(CC2)C)OC(C)C)Nc3nc4c(c[nH]n4)c(n3)Nc5ccccc5S(=O)(=O)C(C)C"	True
0	False	type1_2	type1	0.4419475655430712	"CN1CCN(CC1)c2ccc(c(c2)NC3CCOCC3)C(=O)Nc4c5cc(ccc5[nH]n4)Cc6cc(cc(c6)F)F"	True
0	True	type1	type1	0.5023696682464455	"Cc1cc(ccc1N)c2cc([nH]n2)NC(=O)c3ccc(cc3)CN4CCN(CC4)C"	False
0	True	type1	type1	0.6091370558375635	"Cc1c(cn(n1)C)c2cc(c(nc2)N)O[C@H](C)c3cc(ccc3C(=O)N(C)C)F"	False
0	True	type1	type1	0.44549763033175355	"Cc1cc(n[nH]1)n2cc(c3c2nc(cc3)N[C@@H](C)c4ccc(cn4)F)C(=O)N5CCOCC5"	False
0	True	type1	type1	0.4630541871921182	"Cc1cc(n[nH]1)n2cc(c3c2nc(cc3)N[C@@H](C)c4ccc(cn4)F)S(=O)(=O)C5COC5"	True
0	True	type1	type1	0.701195219123506	"CC[C@H](c1ccccc1)NC(=O)c2cc3c(s2)c(n[nH]3)NC(=O)c4ccc(cc4)N5CCN(CC5)C"	True
0	True	type1	type1	0.7904761904761904	"c1cc2c(cc1C[NH+]3CCOCC3)[nH]c([nH+]2)c4c(c[nH]n4)NC(=O)NC5CC5"	False
0	True	type1	type1	0.47470817120622566	"Cn1cc(cc1C(=O)N2CCN(CC2)C)Nc3ncc4cc(n(c4n3)C5CCCC5)C(=O)N"	True
0	True	type1	type1	0.8369565217391305	"c1ccc(c(c1)C(=O)O)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)O"	True
0	True	type1	type1	0.4530386740331492	"Cc1c(c([nH]n1)N/N=C/c2ccc(cc2)OC)C(=O)Nc3cccc(c3)NC(=O)C"	False
0	True	type1	type1	0.5365853658536586	"CCc1cccc(c1NC(=O)n2cc\3c(c2)N=N/C3=N/C(=O)c4ccc(cc4)N5CCN(CC5)C)CC"	False
0	True	type1	type1	0.746268656716418	"c1ccc(cc1)c2ccccc2Nc3ccnc(n3)Nc4ccc(cc4)C(=O)O"	True
0	False	0	type1	0	"c1cc(ccc1C(=O)Nc2c[nH]nc2c3[nH]c4cc(ccc4n3)C[NH]5CCOCC5)F"	False
0	True	type1	type1	0.8372093023255814	"CS(=O)(=O)N(CCN)c1ccc(cn1)Nc2ncc3cnn(c3n2)C4CCCCCC4"	True
0	True	type1	type1	0.44221105527638194	"Cc1c(cn(n1)C)c2[nH]c3c(n2)c(c(cn3)Cl)N4CC[C@H](C4)CNC(=O)C"	True
0	True	type1	type1	0.723404255319149	"c1cc(cc(c1)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)N)C(F)(F)F"	True
0	False	type2	type1	0.31272727272727274	"Cc1cn2c(c[nH+]c2c(n1)Nc3cc(ns3)C[NH+]4CCC[C@H](C4)C)c5cnn(c5)CC(=O)Nc6cc[nH+]cc6F"	True
0	True	type1	type1	0.6836734693877551	"c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCO"	True
0	True	type1	type1	0.5048543689320388	"Cc1cc(n[nH]1)NC2=NN(C(=O)c3c2cccc3)c4ccccc4"	False
0	True	type1	type1	0.8541666666666666	"c1ccc(c(c1)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)O)OC(F)(F)F"	True
0	False	type1_2	type1	0.5892857142857143	"c1ccc2c(c1)[nH]c(n2)c3cc[nH]n3"	True
0	True	type1	type1	0.6666666666666666	"c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCc5ccc(cc5)NC(=O)Nc6ccccc6"	False
0	True	type1	type1	0.5346534653465347	"c1ccc2c(c1)-c3cccnc3NC2=O"	True
0	True	type1	type1	0.8617363344051447	"c1ccc(cc1)NC(=O)Nc2ccc(cc2)CCNc3c4cc(oc4ncn3)c5ccc(cc5)OCCN6CCC(CC6)O"	True
0	True	type1	type1	0.5978260869565217	"CC[N@](Cc1cc(sn1)Nc2c3ncc(n3cc(n2)C)c4c[nH]nc4)C(C)(C)CO"	True
0	True	type1	type1	0.4785714285714286	"COc1ccc(cc1OC)Nc2nc(nc(n2)Nc3ccc4c(c3)cccn4)NCCc5ccccc5F"	True
0	False	type1_2	type1	0.6477732793522267	"c1cc(cc(c1)Nc2ccnc(n2)Nc3cccc(c3)NC(=O)C4CC4)C(F)(F)F"	True
0	True	type1	type1	0.694980694980695	"Cc1c(cn(n1)C)c2[nH]c3c(n2)c(c(cn3)Cl)c4cnn(c4)Cc5cccc(c5)C(=O)N6CCN(CC6)C"	True
0	True	type1	type1	0.6607929515418502	"Cc1c(cn(n1)C)c2[nH]c3c(n2)c(c(cn3)Cl)c4cnn(c4)Cc5ccccc5"	False
0	False	type1_2	type1	0.38461538461538464	"c1cc(nc(c1)Nc2nccs2)CC3(CCC(CC3)Oc4cccc(c4F)Cl)C(=O)O"	True
0	True	type1	type1	0.8	"c1cc(cnc1)c2cn3c(cnc3c(n2)Nc4ccc(cc4)N5CCOCC5)Cl"	False
0	True	type1	type1	0.5144927536231884	"CCC(=O)Nc1ccc(cc1)C(=O)Nc2ccc(cc2)Nc3ncc4c(n3)N(c5ccc(cc5C(=O)N4C)C)C"	True
0	False	type1_2	type1	0.504424778761062	"Cc1cc(ccc1c2c3c(ncnc3n(n2)C(C)C)N)NC(=O)CCC(=O)c4ccc(c(c4)C(F)(F)F)F"	True
0	False	type1_2	type1	0.4052863436123348	"C[C@H]1C[C@](CCN1Cc2cccc(c2F)Cl)(Cc3c4ccccc4cc(n3)Nc5nccs5)C(=O)O"	False
0	True	type1	type1	0.8823529411764706	"c1cc(cc(c1)NS(=O)(=O)C2CC2)c3ccc4c(c3)[nH]nc4NC(=O)C5CC5"	False
0	True	type1	type1	0.42786069651741293	"c1cc\2c(cc1c3cn(nc3c4ccncc4)C5CCNCC5)CC/C2=N\O"	True
0	True	type1	type1	0.42105263157894735	"c1cc\2c(cc1c3cn(nc3c4ccncc4)CCO)CC/C2=N\O"	True
0	True	type1	type1	0.46218487394957986	"CN(C)CCOc1ccc(cc1)c2[nH]c(c(n2)c3ccc\4c(c3)CC/C4=N/O)c5ccncc5"	False
0	True	type1	type1	0.4230769230769231	"c1cnccc1c2c(cn(n2)C3CCNCC3)C4=CC5=CC6=CN=NC6=C5C=C4"	True
0	True	type1	type1	0.68	"c1cc2c(c(c1)Nc3c4ccncc4oc3c5ncccn5)c(n[nH]2)CCCO"	True
0	True	type1	type1	0.5320197044334976	"c1cc2cc(ccc2c(c1)O)Nc3c4ccncc4oc3C(=O)Nc5ccncn5"	False
0	True	type1	type1	0.8363636363636363	"COCCNCc1ccc(cc1)Nc2ncc3cc(ccc3n2)c4ccncc4"	False
0	True	type1	type1	0.44036697247706424	"Cc1cc2c3c(c4c5ccccc5n6c4c2[n+](c1)[Ru]678912([C@@H]4[C@H]7C8([C@H]9[C@H]1C24)C(=O)O)Cl)C(=O)NC3=O"	True
0	True	type1	type1	0.5198237885462555	"CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c3cc4c([nH]3)CCCC4)/C(=O)N2"	True
0	True	type1	type1	0.39166666666666666	"CCN(CC)[C@@H](C)CNC(=O)c1cc(nc(c1)N2CC[C@H]2C(=O)NC)c3cnn4c3nc(cc4)c5cccs5"	True
0	False	type1_2	type1	0.5031446540880503	"Cc1ccc(cc1O)NC2=NSN=C(C2=O)Nc3ccc(cc3)C(=O)N"	False
0	True	type1	type1	0.6368159203980099	"COc1ccc2c(ccnc2c1)c3ccc(c(c3)C4CCCC4)C(=O)O"	True
0	True	type1	type1	0.822429906542056	"c1ccc(cc1)c2cc3c(coc3nc2)c4ccc(c(c4)C5CCCC5)C(=O)O"	True
0	True	type1	type1	0.8389513108614233	"CN(C)C1CCN(CC1)c2ccc(c(c2)OC)Nc3ncc(c(n3)Nc4ccccc4P(=O)(C)C)Cl"	False
0	True	type1	type1	0.6666666666666666	"CC[C@@H]1C(=O)N(c2cnc(nc2N1C3CCCC3)Nc4ccc(cc4OC)C(=O)NC5CCN(CC5)C)C"	False
0	True	type1	type1	0.8619246861924686	"CC1(COC1)COc2ccc3c(c2)ncn3c4ccc5cccc(c5n4)N6CCC(CC6)N"	False
0	True	type1	type1	0.7729468599033816	"CC(C)Cc1cc(ccc1C(=O)O)c2c[nH]c3c2cc(cn3)c4ccccc4"	True
0	True	type1	type1	0.5481481481481482	"Cn1cc(cn1)/C=C\2/c3cc(ccc3NC2=O)Cl"	False
0	True	type1	type1	0.4316546762589928	"c1ccc2c(c1)C(=O)c3c(cc(c(c3C2=O)N)C(=O)O)O"	True
0	False	type1_2	type1	0.43575418994413406	"Cc1c(c([nH]c1/C=C\2/c3ccccc3NC2=O)C)CCC(=O)O"	True
0	False	type1_2	type1	0.7704918032786885	"c1cc(ccc1c2cc(c(s2)NC(=O)N)C(=O)N)F"	False
0	True	type1	type1	0.5985401459854015	"c1cc2cnccc2c(c1)S(=O)(=O)N3CCCNCC3"	True
0	True	type1	type1	0.41379310344827586	"c1cnc2c(c1N3CCC[C@]4(C3)CCCCN4)c(c[nH]2)c5ccncn5"	True
0	True	type1	type1	0.35294117647058826	"c1cnc2c(c1N3CCC[C@]4(C3)CCCCN4)c(c[nH]2)c5nccs5"	True
0	True	type1	type1	0.42857142857142855	"CN1CC[C@@H]([C@H](C1)O)c2c(cc(c3c2OC(=CC3=O)c4ccccc4Cl)O)O"	True
0	True	type1	type1	0.47058823529411764	"CC(=O)N(c1ccc(cc1)c2cnn(c2)C)C3CCC(CC3)Nc4ncc5ccccc5n4"	True
0	True	type1	type1	0.8428571428571429	"COc1ccnc2c1c(c[nH]2)c3ccnc(n3)N"	False
0	True	type1	type1	1.0	"c1cc2cc(ccc2nc1)/C=C/3\C(=O)N=C(S3)NCc4cccs4"	False
0	True	type1	type1	0.8449197860962567	"c1cc(cc(c1)Cl)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3"	True
0	True	type1	type1	0.8296943231441049	"Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)N4CCCNCC4)C#N"	True
0	True	type1	type1	0.7630057803468208	"[H]/N=C/1\NC(=O)/C(=C/c2ccc(o2)c3ccc(c(c3)C(F)(F)F)S(=O)(=O)N)/S1"	False
0	True	type1	type1	0.7668393782383419	"c1cc(ccc1C(=O)N)Nc2nc(c(c(n2)OCC3CCCCC3)N=O)N"	False
0	True	type1	type1	0.7941176470588235	"c1cc(cc(c1)S(=O)(=O)N)c2[nH]c3c(n2)nc(nc3OCC4CCCCC4)N"	True
0	True	type1	type1	0.6412213740458015	"C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)N[C@@H]8O)NC)OC"	True
0	True	type1	type1	0.8730964467005076	"Cc1c(cccc1O)c2[nH]c3c(n2)nc(nc3OCC4CCCCC4)N"	True
0	True	type1	type1	0.7589743589743589	"Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)C(=O)N4CCOCC4)C#N"	False
0	True	type1	type1	0.43870967741935485	"c1cnc(n2c1c(c3c2nccc3O)c4ccnc(n4)N)N"	True
0	False	type1_2	type1	0.8831168831168831	"Cc1ccc(c(c1)N(CC#N)c2cc(ncn2)Nc3ccc(cc3)OC[C@@H](CN(C)C)O)Cl"	True
0	True	type1	type1	0.8808290155440415	"c1cc(ccc1Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3)O"	True
0	False	type1_2	type1	0.33548387096774196	"C[C@@H](c1ccc(cc1)N2CCNC2=O)C(=O)/N=C/3\C=C(N=N3)C4CC4"	True
0	False	type1_2	type1	0.49056603773584906	"c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)NCC3=C4c5c(ncs5)C=CC4=NC3=O"	True
0	True	type1	type1	0.4752475247524752	"c12c(c(c(c(c1Br)Br)Br)Br)nn[nH]2"	True
0	True	type1	type1	0.8260869565217391	"c1cc2c(cnn2nc1)c3ccnc(n3)NC4CC4"	True
0	True	type1	type1	0.5798319327731093	"CC1(Cc2cnc(nc2-c3c1c(nn3C)C(=O)NC)Nc4ccc(cc4)N5CCN(CC5)C)C"	True
0	False	type1_2	type1	0.6595744680851063	"CC[C@H](CO)Nc1nc2c(cnn2c(n1)NCc3ccccc3)C(C)C"	True
0	False	type1_2	type1	0.7763157894736842	"C1CCC(CC1)COc2c3c([nH]c(n3)C(F)(F)F)nc(n2)N"	False
0	False	type1_2	type1	0.8198757763975155	"c1ccc2c(c1)C(=O)/C(=C/3\c4cc(ccc4NC3=O)S(=O)(=O)O)/N2"	False
0	True	type1	type1	0.5053763440860215	"Cc1c(sc(n1)N)C2=NC(=Nc3ccc(cc3)N4CCOCC4)N=CC2"	False
0	False	type1_2	type1	0.6166666666666667	"CN(C)C[C@@H](COc1ccc(cc1)Nc2nccc(n2)c3cnn4c3ccc(n4)N5CCOCC5)O"	True
0	True	type1	type1	1.0	"CC[C@H](CO)Nc1nc(c2c(n1)n(cn2)C(C)C)NCc3ccc(cc3)c4ccccn4"	True
0	False	type1_2	type1	0.7464114832535885	"c1cc(cnc1)CNc2cc(nc3n2ncc3Br)c4ccc(cc4)c5ccc(cc5)C(=O)N"	True
0	False	type1_2	type1	0.5350877192982456	"c1ccc(cc1)c2cccc(c2)c3c4c(nc[nH]4)nc(n3)Nc5ccc(cc5)S(=O)(=O)N"	True
0	True	type1	type1	0.6425339366515838	"CC(C)c1c2c(c(nc(n2)SCCN)NCc3ccc(cc3)c4ccccn4)n[nH]1"	True
0	True	type1	type1	0.8	"c1ccc2c(c1)/C(=C/3\C(=N\O)\c4ccccc4N3)/C(=O)N2"	True
0	False	type1_2	type1	0.7044025157232704	"c1cc(cc(c1)[N+](=O)[O-])C(=O)c2c(nc(s2)Nc3ccc(cc3)Cl)N"	False
0	True	type1	type1	0.4473684210526316	"CCCCc1c2c([nH]c1c3ccc(cc3)O)nccn2"	True
0	True	type1	type1	0.44339622641509435	"Cn1c2ccc(cc2cn1)c3cnc(c(c3N4CCC5(CCNC5=O)CC4)Cl)N"	True
0	True	type1	type1	0.5436893203883495	"c1cnccc1c2c[nH]c(c2Cl)C(=O)N"	True
0	True	type1	type1	0.42857142857142855	"C[N@]1CC[C@@H]([C@@H](C1)O)c2c(cc(c3c2OC(=CC3=O)c4ccccc4Cl)O)O"	False
0	True	type1	type1	0.7668393782383419	"c1cc(ccc1CC#N)Nc2nccc(n2)Nc3cc(n[nH]3)C4CCCC4"	True
0	True	type1	type1	0.7469879518072289	"c1ccc(cc1)c2cnc3n2cc(nc3)c4c[nH]nc4"	True
0	True	type1	type1	0.6509433962264151	"CN(C)C(=O)Cc1ccc2c(c1)NC(=O)c3ccc(cc3N2)c4ccc(c(c4)OC)[N+](=O)[O-]"	True
0	True	type1	type1	0.5294117647058824	"COc1cc-2c(cc1Cn3ccnc3)Cc4c2n[nH]c4c5ccc(cc5)C#N"	True
0	True	type1	type1	0.5847953216374269	"c1cc(cc2c1cc(cc2)NC(=O)Nc3cnc(cn3)C#N)C(=O)O"	True
0	True	type1	type1	0.8372093023255814	"c1cc(ccc1c2cc(c(s2)NC(=O)N)C(=O)N[C@H]3CCCNC3)Cl"	True
0	True	type1	type1	0.6268656716417911	"CC1=CC2=NNC(=O)N2c3c1ccc(c3)c4ccncc4"	False
0	True	type1	type1	0.5303030303030303	"c1c[nH]c2c1/C(=C\3/C(=O)NC(=N3)N)/CCNC2=O"	True
0	True	type1	type1	0.7919463087248322	"COc1cc(c(cc1NC(=O)Nc2cnccn2)Cl)OC"	True
0	True	type1	type1	0.6277372262773723	"CC1=CC2=NNC(=O)N2c3c1cc(cc3)c4cccc(c4)O"	True
0	True	type1	type1	0.589041095890411	"c1[nH]c2c(n1)ncnc2N3CCO[C@H](C3)CN"	True
0	True	type1	type1	0.7073170731707317	"c1ccc2cnc(cc2c1)NC(=O)Nc3cnc(cn3)C#N"	False
0	True	type1	type1	0.6615384615384615	"CC1=CC2=NNC(=O)N2c3c1ccc(c3)c4ccc[nH]4"	True
0	True	type1	type1	0.4222222222222222	"Cc1cc(sn1)Nc2cc(nc3n2ncc3c4cnn(c4)C)[C@@H]5CCCNC5"	False
0	True	type1	type1	0.6666666666666666	"COc1cc2c(cc1OC)-c3c(c([nH]n3)c4ccc(cc4)O)C2"	True
0	True	type1	type1	0.6666666666666666	"c1cc2c(cc1CN3CCCCC3)cc([nH]2)c4c5ccc(cc5[nH]n4)c6c(n[nH]n6)CO"	False
0	True	type1	type1	0.6816143497757847	"c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCC(=O)O"	True
0	True	type1	type1	0.8205128205128205	"c1cc(ccc1c2ccc(cc2)O)c3c4c(n[nH]3)-c5cc(ccc5C4)CO"	False
0	True	type1	type1	0.28865979381443296	"CSc1[nH]c(c(n1)O)Cc2cccs2"	True
0	True	type1	type1	0.5882352941176471	"c1[nH]c2c(n1)c(ncn2)N3CCOCC3"	True
0	True	type1	type1	0.6790123456790124	"c1c[nH]nc1c2cnc3n2cc(nc3)c4c[nH]nc4"	True
0	True	type1	type1	0.5112781954887218	"c1cc([nH]c1)c2ccc3c(c2)N4C(=NNC4=O)C=C3CO"	True
0	True	type1	type1	0.5753424657534246	"c1cc2c(cc1Cl)NC(=O)Nc3cncc(n3)OCCCCCO2"	True
0	True	type1	type1	0.37623762376237624	"C[C@H](CN(C)C)Oc1c(ncc(n1)Nc2cc3cccc(c3cn2)Cl)C#N"	True
0	True	type1	type1	0.631578947368421	"CN(CCO)c1c2c(c(oc2ncn1)c3ccccc3)c4ccccc4"	True
0	True	type1	type1	0.5333333333333333	"c1ccc2c(c1)c3c4c(c5c6ccccc6n7c5c3n2[C@H]8CC[C@@H]7O8)C(=O)NC4=O"	True
0	False	type1_2	type1	0.6266666666666667	"CC(C)(C)Nc1nc(c(s1)C(=O)c2ccccc2)N"	False
0	True	type1	type1	0.6497890295358649	"c1cnc(cc1N2CCOCC2)Nc3ncc(s3)c4cc(cnc4)C(=O)NCCN"	True
0	True	type1	type1	0.46037735849056605	"COc1cc(ccc1[N+](=O)[O-])c2ccc3c(c2)Nc4c(cccc4OCCN5CCOCC5)NC3=O"	True
0	True	type1	type1	0.5955056179775281	"c1cc(cc(c1)O)c2cncc(n2)c3ccc(cc3)C(=O)O"	False
0	True	type1	type1	0.40229885057471265	"Cn1cc(cn1)c2cnn3c2nc(c(c3N)Br)[C@@H]4CCC[C@@H](C4)N"	False
0	True	type1	type1	0.7751196172248804	"c1cc-2c(cc1CNC3CCC(CC3)O)Cc4c2n[nH]c4c5ccoc5"	True
0	True	type1	type1	0.6018518518518519	"COc1cc-2c(cc1OCCCN3CCOCC3)Cc4c2[nH]nc4c5ccc(cc5)C#N"	True
0	True	type1	type1	0.6589595375722543	"c1ccc2c(c1)c(n[nH]2)c3[nH]c4ccccc4n3"	False
0	True	type1	type1	0.5027932960893855	"C[C@@H](CN(C)C)Oc1cncc(n1)NC(=O)Nc2cc(ccc2OC)Cl"	True
0	True	type1	type1	0.5230769230769231	"COc1cc(ccc1O)C#Cc2c3c(n[nH]2)-c4cc(c(cc4C3)OC)OC"	True
0	True	type1	type1	0.8854166666666666	"c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NCCO"	False
0	True	type1	type1	0.5060240963855421	"c1cc(cc(c1)O)c2cnc(c(n2)c3ccc(cc3)C(=O)O)N"	True
0	True	type1	type1	0.7596153846153846	"c1cc(ccc1CN2CCCCC2)c3cc4c5cc(ncc5[nH]c4nc3)C#N"	True
0	True	type1	type1	0.5079365079365079	"c1cc(cc(c1)O)C2=CNC(=O)c3c2cc(c4c3cc(cc4)c5c[nH]nc5)CCCN"	True
0	True	type1	type1	0.8064516129032258	"c1cc(ccc1c2cc3c(s2)c(nnc3N[C@H]4CCCNC4)C(=O)N)Cl"	True
0	True	type1	type1	0.7142857142857143	"c1ccc(cc1)c2cnc3c(c2N4CCO[C@H](C4)CN)cn[nH]3"	False
0	True	type1	type1	0.7225130890052356	"COc1cc(ccc1C(=O)O)c2ccc3c(c2)Nc4ccccc4NC3=O"	True
0	True	type1	type1	0.42424242424242425	"Cc1c(c([nH]n1)c2[nH]c3ccc(cc3n2)C(C)C)C(=O)NC4CCN(CC4)C"	True
0	True	type1	type1	0.56353591160221	"c1c(ncnc1Nc2cnc(cn2)C#N)NCC3CCNCC3"	False
0	True	type1	type1	0.3698630136986301	"CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)c3c[nH]c4c3cccn4"	True
0	True	type1	type1	0.5536723163841808	"COc1cc(ccc1O)c2ccc3c(c2)NC(=O)C3=Cc4ccc[nH]4"	True
0	True	type1	type1	0.6344086021505376	"c1cc(ccc1c2cn3c(n2)c(cnc3C(=O)N)N[C@H]4CCCNC4)Cl"	True
0	True	type1	type1	0.5535714285714286	"CN1CCN(CC1)c2ccc(c(c2)C(=O)Nc3cccnc3)OCc4ccccc4"	True
0	True	type1	type1	0.6143344709897611	"CN1CCN(CC1)C2CCN(CC2)C(=O)c3ccc(c(c3)OC)Nc4ncc5c(n4)N(c6ccccc6C(=O)N5C)C"	False
0	True	type1	type1	0.5970149253731343	"c1cc(cc(c1)O)c2ccnc3c2c(c[nH]3)C#N"	False
0	True	type1	type1	0.5681818181818182	"c1ccc(cc1)c2cc3c(ccc(c3[nH]2)C(=O)N)N[C@H]4CCCNC4"	True
0	True	type1	type1	0.8019323671497585	"C/C(=N\Nc1[nH]ccn1)/c2ccc(cc2)NC(=O)c3cc4cccc(c4[nH]3)[N+](=O)[O-]"	True
0	True	type1	type1	0.6176470588235294	"C/C(=N\NC(=N)N)/c1ccc2c(c1)cc([nH]2)C(=O)Nc3ccc4cc[nH]c4c3"	True
0	True	type1	type1	0.39705882352941174	"c1cc(oc1)c2ccnc3c2c(n[nH]3)C4CC4"	False
0	True	type1	type1	0.5882352941176471	"c1cc(cnc1)c2cc([nH]n2)N"	True
0	True	type1	type1	0.4444444444444444	"C/C(=N\O)/c1ccc(cc1O)O"	True
0	True	type1	type1	0.8235294117647058	"c1cc(cc(c1)Oc2ccc(cc2)c3[nH]c4cc(ccc4n3)C(=O)N)O"	True
